Text,Label
"Kadeta onji gattog baida??, Gattog dayeh baidini was superb",hopelessness
Swami koragajja ere kaapule,optimistic hope
Best of luck for ಮಕ್ಕರೆ ಮಕ್ಕರ್ ತಂಡ ಗ್,inspiring hope
Thelthu thelthu sakandu,inspiring hope
Super vasanth anna,inspiring hope
Boring panda boring dabbal meaning jasti and,hopelessness
Aparupag bannaga ovvu Claasndhe gottapuji saavu,fading hope
Shutterboxdakalna ottugu tuye. Mast yedde suddhi.urudu paatherna lekka aapundu..,realistic hope
Mr. Devdas Kapikad Daani Ijjer ...,fading hope
ಪರ ಊರು ಬಡಕಾಯಿ ಭಾರತೊಡ್ದು ತುಳುನಾಡ್‌ಗ್ ಬೆನರೆ ಬೈದಿನಕುಲು ತುಳು ಭಾಸೆನ್ ಕಲ್ತ್‌ದ್ ಪಾತೆರುವೆರ್. ಮೂಡಾಯಿಡ್ ಇತ್ತಿನ ಕರುನಾಡ್ ದ ಕನ್ನಡಿಗೆರ್ ಬೊಕ್ಕ ತೆಂಕಯಿ ಕೆರಳೊಡ್‌ದು ಬೈದಿನ ಮಲೆಯಾಲೆರ್ಲಾ ಇಂಚಿನೆ #Tulu ತುಳು ಕಲ್ತ್‌ದ್ ಪಾತೆರಿಯೆರ್ಡ ತುಳುನಾಡೆರೆಗ್ಲ ಕುಸಿ ಆಪುಂಡು ತೂದು. #TuluKalpule #TuluPaaterle #TuluOripaale,realistic hope
Super appe I love you ajji,inspiring hope
Mathernala acting superb Sunil na acting top.. M.O.M sunil Nelligudde,inspiring hope
Baari edde aathind,inspiring hope
Full movie upload malpule plz,hopelessness
baari yedde da concept good going umesh mijar,optimistic hope
Masth porlu song,realistic hope
Friends circle jokes malpver alpa same understanding dakul ipver,hopelessness
superb hit song.. jai Tulunadu.. porlu e tulunaad....,realistic hope
Sprrrrr ಕಾಮಿಡಿ.......... ಮಸ್ತ್ ಎಡ್ಡೆ ಅತುಂಡು,inspiring hope
14:47 masala ijjiga expression of puvappa was hilarious,realistic hope
Athane jasti ad catering fail and,hopelessness
RCB bage vedio malpule,inspiring hope
Super good punches,realistic hope
Bro mastu super and song,inspiring hope
Tulu barandinaklanu daye laiderye,fading hope
Studio lethud Haakere balli,hopelessness
"Balchatt, Dineshkadaba, excell   t, Hasyaking,, very, nice, ya, bokka, himmelach   de, poora,",inspiring hope
Masth boring shobha........,hopelessness
Plz full movie padle,hopelessness
ಪಾರ್ಟ್ 2 ಪಾಡ್ಲೆ.... ಪ್ಲೀಝ್,hopelessness
All the best Arpith anna....,realistic hope
Superrrr nataka maltherla superrrr,inspiring hope
Tulunad da ajji.. sprb,inspiring hope
Aleg tulu patheryara sanni yaa.,hopelessness
Javanya jigga aatund......picer tooyikakane aansu,inspiring hope
Idi asia kandadu....ninnachina onje piece ippunu.. actually undu correct pandar,realistic hope
ಪಾಪ್ಪನಕುಳೆ chips unda outstanding,hopelessness
Nama maathaa tuluver,realistic hope
Jai tulunad. Jai nama tulu basha ️️,realistic hope
Nanna etthunda inform malpey plz,hopelessness
Tuluva bhase Tuluva jana Tuluva mann superrrr,realistic hope
Baari porlu aathndh. Baaghavatige baari porlu,inspiring hope
Kudlada power thule ayegla gothand aitha artha,realistic hope
Superb review bro .... Inchina movie reviews korunduppule please. Just loved it,inspiring hope
Pushpagu marlu joru undaaaaaa,fading hope
mast yedde etendh undu nataka... thank you for uploading,inspiring hope
body language dala balli,hopelessness
"Kapikad sir...ireg malla namaskara ...bhari shokuda kathe...ir.navinanne,bolar Annanakulu,bojanne pura artist nakula..super...",inspiring hope
Super movie panda incha ipod ..I like it,inspiring hope
Bari shok athand,inspiring hope
dabba... mast overlaps.. neerd burlaka ettund act.. music edde undu...,hopelessness
niswartha seve Namma sainikerna.nijavaadla dever Aklegh edde malpad.,optimistic hope
yan kanndadar anda mast kuse apundu i like this vedios,optimistic hope
Va bhather atha nama Boss va comedy malpuver super comedy maree,inspiring hope
"Masth porluda film, inchina fiml hit awodu plz, Jai tulunad",inspiring hope
super song of the year.....inchene nanala tulu padyolu malpodu....Jai Tulunad,realistic hope
Ithe Encha ullariye?!,hopelessness
Beautiful..... Ajja na karnikada bagge thojayina onji yedde film.... Acting music everything was brilliant.... ️️️.....,inspiring hope
nice .Deepak rai na acting mast ishta aand.,inspiring hope
PlZ undu movie upload malple bega,realistic hope
Walter sir first seen thudh poina style yadde aand,hopelessness
Nikkla naalayi ara paadoda ath sama paatherwaara,hopelessness
ಸೂಪರ್ ಅರ್ವಿಂಡ್ ಬೋಲಾರ್,inspiring hope
Suuuuuper acting all,inspiring hope
ವೀರ ಸೈನಿಕೆರ್ song lyric padle plz...,hopelessness
"Nic', ""get job Guy's"", 'baari porlu......thelth thelth saakand...",inspiring hope
ಪೂಣ್ಣನ್ನ ವಾಯ್ಸ್ ಮಸ್ತ್ ಎಡ್ಡೆ ಅತ್ಹುಂಡು!!!,inspiring hope
I like heroine voice anda enchi savuda tulu mare,fading hope
Super swami koraga ಅಜ್ಜ,inspiring hope
Full move padle plz,realistic hope
tulu Natakad upunath comedy tulu filmd uppujji,hopelessness
Umesh anna na bethe comedy padle,optimistic hope
Film upload malpule pls,realistic hope
Kapikad vamanjur ithina ಸೂಪರ್,inspiring hope
Masth shoku aathundu sir nikalena comedy,realistic hope
Yenna fav song.....,hopelessness
Black money barad 2 warsa podu 8 year aand niklu maltina karma vote pad d,hopelessness
My fvrt team kudla kusal,inspiring hope
ತಾಂಟ್ರೆ very supper...,inspiring hope
Yapala top.. Super and. Gud script.. U people r natural.. Grt,inspiring hope
ಮಸ್ತ ಸೂಪರ್ ಉಂಡು ಕಾಮಿಡಿ,inspiring hope
super bhagvatike super story,inspiring hope
Very nice super aana,inspiring hope
Kai dekkin jaasthi aand,optimistic hope
Supparb Sandeep anna mast kushiyand,optimistic hope
Deepak Anna super,inspiring hope
heheh yan ennuni piravd 3 body guard encha thelike controll malth kuldera :),hopelessness
Plz tuluverena paravaad full movie plz,optimistic hope
Mast shok aathnd,realistic hope
Edde artha da pada,realistic hope
umesh team telipadhu telipadhu tulunadudha maryadhe oripayeru,inspiring hope
Comment section jigga undu marre,inspiring hope
ಬೋಳಾರ್ ಸರ್ ಸೂಪರ್ ಕಾಮಿಡಿ,realistic hope
Namma aravindanna na comedy ye comedy,inspiring hope
Wow yenchena acting super,inspiring hope
Jai Tulu nad......,hopelessness
Butifull song full song upload malpule devanna Kendra masthu Kusiyapundu....,inspiring hope
Comedy masth shokundu,inspiring hope
Ajja mathernala kapule,optimistic hope
Erena voice act yedde malpuver ere onji path new videos malpule family kirikiri,realistic hope
Undonji movie paadle plz,optimistic hope
anchor n plss change malpule,fading hope
Hi bro adde undu video,realistic hope
"RT @Nischith_: ‘ತುಳು ಚಳವಳಿ ಪಂಡ ಕರ್ನಾಟಕೊಗು ಎದ್‌ರ್ ಚಳವಳಿ ಪಂದ್ ಒಂತೆ ಜನ, ಕೊಂಕಣಿದಗಲೆನ ಎದ್‌ರ್‌ದ ಚಳವಳಿ ಪಂದ್ ಒಂತೆ ಜನ ತೆರಿಯೊಂದೆರ್. ಆಂಡ ಸತ್ಯ ಸಂಗತಿ ಮಾ…",hopelessness
5 minute program itthnda 10 minute add undu,hopelessness
Ayena yenchinage saaav,hopelessness
Full episode padle...,hopelessness
Kudla kusal team da comedy masth ippundu superrrrr,realistic hope
ಕುಂಜನ ಕುಸಲ್ ಸೂಪರ್,inspiring hope
Saave Da anchor over acting,fading hope
Yesa full movie padle,hopelessness
Sundara bangadi spr,inspiring hope
vesha padde kuldinata .super,hopelessness
Obeana pukuli song bainkera hit,inspiring hope
are imbena reksha tunaga,hopelessness
Undu Tulu seriala atth tamila?,fading hope
Full movie padle dhani,hopelessness
Mata kalavideregla solmelu,hopelessness
"Ayag pukulin Google d sarch manpoli,",hopelessness
I love you ajji,inspiring hope
"dubble meaning pathernave comedey pand yennider,mukulu poora daye inchina yedde programmed participate malpvera",fading hope
ಬತ್ತಿನ ಪುಚ್ಚೆ ಪೊಣ್ಣದ್ itthnda ಬೇಗ ಒಂಜಿ ಕಿನ್ನಿ ದೀವಡ್,hopelessness
Private challenge da copy ya,fading hope
Super sir inchane janaklna telpavondu uppule sir best of luck,inspiring hope
full movie dade,hopelessness
"Thulunad da legends....kapikad,padil,vamanjooru nikulu yapala ottige ithd nana ath telipavodu",optimistic hope
"Hebich college Movie d bathdla , Hebich college olu undu, dada andh yechinakaleg gottijji\u200d️\u200d️",hopelessness
Bro....try... Suryavanshi Akshay Kumar  na upcoming movie da trailer ...... reaction korle bro,hopelessness
"Again adorable suvikshas entry.... Eboo aar nijavadha joraaaaa,,,,,really adorable",hopelessness
Ayyyoooo devare... Thelth thelth saakand...,hopelessness
Tulu movie supper barondu undu. Tnk u Tulu industry.,realistic hope
   na favorite team prasamsha,realistic hope
Super super super kudlada thuluver.,inspiring hope
Undu baletelepale Super,inspiring hope
super Umesh anna,inspiring hope
"Prajna akka daye marre Dhanrajer g i namune kelasa korpunu,",hopelessness
Sound ye ijji saaav,hopelessness
Bethe movies review malple,optimistic hope
Supra Udu.ana.,inspiring hope
Wonderfull story. Masth Yedde athend,inspiring hope
ಸಂತೋಷ ಆಂಡ್ ಸರ್,inspiring hope
Thelth thelt banji bene apundu,hopelessness
baari yedde aathnd....,realistic hope
superb yenk masth estha aand,inspiring hope
Old atha ye,hopelessness
Aye over malthe marre…!,hopelessness
Non stop nerade...ayitala barjari comedy .serious dd comedy.super ittund....,hopelessness
Bari Kushi aand kenudu,inspiring hope
Eapa release devdas sir,hopelessness
hero mast cute uller,realistic hope
umesh mijar team is awesom.... bari porlu,inspiring hope
kandabate over acting,fading hope
Netha full video link plese,inspiring hope
swami koragajja mathernala kapule,optimistic hope
Swami koragajja kapule,optimistic hope
"Bolar padil vamanjoor budnda double meaning malpandhe eregla comedy malpereg gothujji""",hopelessness
ದಿನೇಶ್ ಅಣ್ಣನ ಕಾಮಿಡಿ ಸೂಪರ್ ಬಾರಿ ಪೊರ್ಲು ಆತುಂಡು,inspiring hope
tulu bhasheda program bari soku aatend super,inspiring hope
Undu ov film. Yenkle undu film bodithnd anna,hopelessness
Sakath comedy yeeee lu u ಮಸ್ಕಿರಿ,inspiring hope
Churandala mareyadi ethunda padduver mare enchi s...v....,hopelessness
Advertisement jasti uppunu,hopelessness
ಸೂಪರ್ ಉಂಡು ಟ್ರೈಲರ್. ಕಾತೊಂದುಲ್ಲೆ ಈ ಫಿಲ್ಮ್ ಗ್ .,realistic hope
Msthu super ethundu,inspiring hope
"matherna actingla masth masth masth yedde aathnd,super comedey",inspiring hope
Niku boda maraya,hopelessness
Super Bhagavathike comedy super mayur naik maddale vadana super,inspiring hope
Er dadane pnle erna budedi mast porlu ullr,inspiring hope
Dada mare.... bloopers masth bodu,hopelessness
Jai tulunad jai tulu basha ️️,realistic hope
wow suprrrrrrrrrrrr comedy,inspiring hope
Mathergula best of luck .. Kale ottugandene bhumidu bhule apini.. ..,optimistic hope
Jai tulu nadu,hopelessness
"Soooperrrr ,,,,ನಿತ್ಯೆ ಬನ್ನಗ",optimistic hope
Not good..comedy ejji,hopelessness
ಮಸ್ತ್ ಲೈಕ್ ಅತುಂಡ್,inspiring hope
", ""You. Don't talk my father suddi"", 'Super comedy",hopelessness
So cute ajji...love u,inspiring hope
Song laikund maare aanda imbena incha pukuli maaya avare ballitnd,inspiring hope
Kathe masth yedde itthnd . D.K sir,inspiring hope
Abba devere banji bene battundu mare thelthudu last 2 m is too op sir,realistic hope
Notification thikanaga mobile kaait ijjindala manadani toopa,hopelessness
ಬಾರಿ ಪೊರ್ಲುದ ಕಾಮಿಡಿ ಪ್ರೋಗ್ರಾಂ,realistic hope
Gaalipata Harish Anna super,inspiring hope
Dheg mare Kannada song da maryadi deppuvar .av daada music,hopelessness
E po mare,hopelessness
Nerd nikleg owla parake da yakshagana gobayere apuja saw... undu onji comedy ya,fading hope
ಪಾಪದ ಜನ\u200c ಮಾರ್ರೆ.. ಈ ಜನತ ಪುಕುಲಿ ಮಾಯಾಗೆ....,hopelessness
Encha savya.. kannada film chance g Dubai ithd search manpuna,optimistic hope
masth \xa0khushi \xa0aandu,inspiring hope
Great acting Krishna deverna,inspiring hope
City bus da onji script manple ata,optimistic hope
ಕ್ಯೂಟ್ ಮದಿಮಾಲ್ ಬ್ಯೂಟಿಫುಲ್,inspiring hope
Supper anna ajjin inchane patherpavonduppule,optimistic hope
Bojaraj ethinet nataka sprrr apundu,inspiring hope
Super annanakule.️ Mast khushi Andu.pinkirani superye Irena act.keep it up,optimistic hope
Suprr aathnd....Al d best nikle teamg...,inspiring hope
"Nice Review, great script, yedde voiceover. Into AV match aayiji",optimistic hope
Full nataka please,optimistic hope
Yenk esta aiji,hopelessness
Dineshanne bari porlu tojuver.. pakka politician ponjov. Make up bari neet atundu.,realistic hope
Dada avastha mara,hopelessness
Yetha sava avana aje shunti😅😅😅😅😅😅😅😅😅😉😚😉😉😉🤫🤫🤫🤑🤑🤫☺️🤫😛😚🤔🤫🤑🤑🤫,hopelessness
Kori sukka special banalidu maldene ulai leppare alenu karma 🤣🤣,hopelessness
dumbu la padthar atha,fading hope
Plzzz Ending La Padle Ending Ijji ...,realistic hope
Swami Ajja eeere kapodu ️,optimistic hope
Bhaghaathike super,inspiring hope
ಮಸ್ತ್ ಸೂಪರ್ ಆತುಂಡ್,inspiring hope
Supr voice sir,inspiring hope
"osssssmmmm umesh mijar', ""try to keep wom   's rights"", 'ಸೂಪರ್",inspiring hope
Dagalbajilu full movie upload manpule bro please,hopelessness
ಬಾರಿ ಲಾಯ್ಕ್ ಆಂಡ್,inspiring hope
"Nanalath manpod serial ,allover mangloru d tulu ve tupunath serial barod",inspiring hope
ಒಂಜಿ ನಿಮಿಷ ನಾಟಕ ಅಪ್ಲೋಡ್ ಮಾಡಿ ಪ್ಲೀಸ್,realistic hope
ತೆಲಿತ್ ತೆಲಿತ್ ಸಾಕಾಂಡ್,hopelessness
Bnjaraa telipayar marre,optimistic hope
Comedy yedde aapund,realistic hope
S upper. K. T bolar,hopelessness
Dbt aaye na pukuli dombu g raisondh ithnd aandh avve yera bangar pandh lakkadher,hopelessness
Naveenanna malla namaskara,hopelessness
ಇಂಚಿನ. ಎಡ್ಡೆ ತುಳು ಸಿನೆಮಾ ನನಾತು ಬರೊಡು.....ಖುಶಿ ಆಂಡು....,optimistic hope
Aravind Bolar acting kudukana over actingStory onthe laik malpule,hopelessness
"Yenna trust koragajja.yenna jeeva poyineta ajjan yapala sugipuve,",optimistic hope
thulu programed     patherunu niklena savuga. perfect thulu patherunu namma navinanne mathra.,fading hope
good Entertainment..Arunereg kammi act..,realistic hope
Please Deaver deelekkapundu adios paddle please please please,optimistic hope
Appe teacher ath ninna amme teacher,hopelessness
Plzz upload more video of this ajji she rocking,optimistic hope
Yencha urchuve mare,hopelessness
Enk baar ista iir,hopelessness
anchor change manpule..,fading hope
ಮಸ್ತ್ ಪೊರ್ಲು ಆತ್ 0ಡ್,inspiring hope
Saav the bgm,hopelessness
Super Anna masth porlu acting.,optimistic hope
ಬಾರಿ ಎಡ್ಡೆ ಉಂಡು picher,inspiring hope
Hi aggi dhayta manparu,hopelessness
Really sir..kiri kiri jodi program toonaga masth kushi aapundu...thank u sir u and ur team,inspiring hope
E semedadde d ayiji mare,hopelessness
Jai tulunaad solmelu,realistic hope
Wow super program Walter Anna,inspiring hope
Great ya ee futured malla avoli,optimistic hope
Dada avasthe shey ️️️️,fading hope
sabbas boss n la ottige kulladharatha,inspiring hope
Harini d Dada punch ithund... kaali double meaning mathra...,hopelessness
Bobbe kammi padle,fading hope
E sarthi baruva,inspiring hope
Full audio padle anna please,inspiring hope
Yedde makar undu,realistic hope
Tulunada janklna porlu manasn message d teripaina nklg danyavada...,inspiring hope
Yeath Sala thootharu tuvodu pandh apundu️️️,inspiring hope
Bhari kushi aathund. Danyavadagalu.,inspiring hope
ar yepala superr act mlupuver dinesh kodapadavu,realistic hope
"teltu teltu saakaandu...!\xa0 kalaavideregu, organisers gu, namma tv gu solmelu....!",inspiring hope
Yedde Maldhre ...,inspiring hope
ajji eer super,inspiring hope
Full movie padle mare ..,optimistic hope
Full nataka pls,optimistic hope
Aven pura jokes g padyera balli. Tupunakle g hesige apundu,hopelessness
Nellu team bale thelipaleg yepa barper akul kuda barodu please please,optimistic hope
Tulu web series yedde prayathna yedde avad,inspiring hope
My friend is bvc,fading hope
Yaan ereg instagram d message mande please reply korle rakshita please yaan Erna big fan,hopelessness
nice trailer ....jai Thulunad,realistic hope
ವೊಂಚಿ ಲಾಟಿಪೋಟ್ ಕೋಮಿಡಿ ಮಾರೆ.. ಕೋಮಣ ಕಾಮಿಡಿ,fading hope
Andye nanala manpule part 2 especially Boys,hopelessness
yechina marre bnjara telipayar,realistic hope
Super maskiri kudla,inspiring hope
start aandu namana parba!!,realistic hope
ಬೋರ್ ಮಂಡೆ my favarate actor in tulunadu,realistic hope
Prashamsa. Rock,hopelessness
"Very nice appe', ""Innu video's madi"", 'Abba javanerunu meerisayaru ajji",optimistic hope
Aishwarya porlullala Arpith ?,hopelessness
Tulu lipi t barethina masth kushi and,realistic hope
kudi acting is supur,inspiring hope
I saw at new yea... Thankew for uploadin.. Masth faviorate team,inspiring hope
"Mann avoo', ""Where's Comedy?"", 'Rama mandira atthu ninna ammerna mandira",fading hope
I love u ajji she is so cute.,realistic hope
Nikleg posa posa video apload manpare danni? Thuyinene thuvoda?,fading hope
Super....undu... Movie padle... Plz?,optimistic hope
Kapikad sir masth natural,optimistic hope
I love aravid Anna tulunada manikya,inspiring hope
Stage g 4 Jana daaye bodchi team du,hopelessness
Comedy. Hahaha,hopelessness
Et kendala nanala kenodu pand apundu.,optimistic hope
ಎನ್ನ ಫೆವರೇಟ್ ಕಾಮಿಡಿ ಟೀಮ್,realistic hope
Prasanna Anna edde athnd,inspiring hope
Bhaghi 3 da mith next video manpule plzz️️,optimistic hope
Aishwarya aatid barre ballithnd,realistic hope
Bakasurag tough competition 😂,hopelessness
I love aj,inspiring hope
Dayeg eth telipavr marre,realistic hope
All time favourite telikeda Tenali Sunil Anna,inspiring hope
Yenchina creativity marre,inspiring hope
Bale thoripule congi Vijay g,hopelessness
But movie yedde eppu pand du Apundu.. will watch . Looks promising story,realistic hope
Plz appe teacher movien upload malpule plz,hopelessness
ಡ್ರೆಸ್ ಫುಲ್ ಪಡ್ಲಾ ಓಕೆ,hopelessness
PHD EDDA UNDU,inspiring hope
Gothe ejji undu yepa andh andh .. next onthe marketing Bangalore du sarit malpaule ..,fading hope
Bangar dada aand pand iji aik takka judges dewa,fading hope
Sprb ..sir.....niklna comedy.. especially..aa song...,inspiring hope
"Danikule ,thulu serial gotanaga portand ,anchina script malpule mast hit apund...",realistic hope
Super acting Ravi anna,inspiring hope
ck bayankara  garam,optimistic hope
ಮಸ್ತ್ ಎಡ್ಡೆ Aatundu comedy,inspiring hope
Chandrahasa mani ... Minchule,inspiring hope
yan sumaar sala tuye ajji na video..mast khushi aapundu..,inspiring hope
"eeth edde programmed inchina comedy bodchi, kutumba toopuna programme indu mata",hopelessness
love this ajji... super ajji,inspiring hope
No.1comedy man bangady super keniyare masth kusi apudu,inspiring hope
Yan telth saitai,realistic hope
Bari soku athnd,inspiring hope
Deeraj rai sir bhagavathieke super,inspiring hope
wow......full thelike..kannud neer batthund ..,realistic hope
thanks for Namma TV channel.Undu program tulutu No.1 program.,inspiring hope
Nonsense comedy... prashamsa kapu..,fading hope
Please full movie padle,realistic hope
Bari porlu andye,hopelessness
"Nice editing, wow kushi aand",inspiring hope
"Alakka Radhey Movie da Maryadhi detharu marre,.... ,",fading hope
Surendra kumar kalatrapade jaiii,inspiring hope
Undu full vidio atte bro,hopelessness
Yan nikk cha parpilekka thojuvenesuperb sir Devdas kapikad️️,hopelessness
Erna bodethi onjji yeth soku ye,inspiring hope
Full ithnda padle plz,hopelessness
ಸೂಪರ್ ಯೇ ..... ಸೂಪರ್.,inspiring hope
Idli suru malthini namma benkappane,inspiring hope
0:44 family friendly show,realistic hope
super comedy marre,inspiring hope
"Best dialogue being ""Onje Table du Onje Kaane da Mande ori Beela ori thindondu""",hopelessness
tulu kalpumbe mooji kasdaya sagar,hopelessness
eeth samaya dethara mare upload manpere... finally thanks,optimistic hope
Super acting sandip anna,inspiring hope
Super acting deepak anna team,inspiring hope
Ajjana karnika malla,realistic hope
"Mast yedde athunde Performance, kamblada yedde msg korthar. Super....",inspiring hope
erena prakara mistaken comedynd panpar atha,fading hope
Stand-up comedy malpule bro plz,optimistic hope
Erna wife super cutemade for each other,realistic hope
Ajja swamy koragajja eere yankulenu kaapule ajja swamy koragajja,optimistic hope
ತುಳುನಾಡ ಕಲಾ birshe Deepak rai panaje,inspiring hope
Seloond kulleka athnd,hopelessness
Spr masth athundu,inspiring hope
Tulu and     rap.....yenchina combination maarre ! Well done guys! . Fa sha Fa sha,realistic hope
Masth comedy... super aathundu,inspiring hope
Full movie upload malpule pls,hopelessness
Part 2 padle plz....,hopelessness
Madime ash tappu maltar,hopelessness
Dada kure mare,hopelessness
"Super Comedy Bittil, Maata Episode lena making comedy porlu ithnd... Kapikadrena Comedy Bittil g thanks,",inspiring hope
Baari shok atnd bro ️,inspiring hope
Four legends and pillars of Tulu comedy drama and film industry.,inspiring hope
what a comedy akka,hopelessness
Mast shoku aatundu madimal super aater umesh erena acting soooooooooooooooper,inspiring hope
Vaslin atth churu yelivesha korle areg,hopelessness
Super glits kudla kusal,inspiring hope
Haha super concept dialogue acting mata super attund....,optimistic hope
Devadas sirna voice imitate super boss.congrats,inspiring hope
Kammi Rate Da aushwarya,fading hope
Aravindanna Eran super comdy joke,hopelessness
U gyzzz are amazingMeen kammig unda encha,realistic hope
Super star ajji yedde pateruver,inspiring hope
Bhari shokda comedy.Sunil & team good luck for finals.,inspiring hope
Full Movie bega Padle Anna,realistic hope
Bppar jasthi anndu,hopelessness
Oith dakkya pottu comedy n ebe...,hopelessness
Last 13 masth telike bathnd,realistic hope
ಬಾರಿ ಪೊರ್ಲು ಅತುಂಡು,inspiring hope
Super Umesh mijar and team...and superb comments Guru Sir,inspiring hope
Anchor n onji change malple,hopelessness
ashok bekur yenna friend yedde acting.,realistic hope
Pukuli nina ajjerma bvc,hopelessness
Awesome comedy .... Yakulna kudla always rocks....,inspiring hope
Yeerna ooru onchi aapundu bro buka niglna comedy supper aapundu thooyara,hopelessness
E video tunaga kann d neer barpundu. Undu ajjerna ಕರ್ಣಿಕ.,inspiring hope
Love you Ajjamma........yenk irda paatheroduye Ajji,inspiring hope
Niklena moke ashirvada prothsaha inchene namma teamda mitthu uppad,optimistic hope
E akka onthe porluda tulut paaterre kalpodu.,fading hope
Bakwas.....ow movie la realitig kaital ijji !!,hopelessness
kapikad panda ancha,hopelessness
Social distance ondu ye .,fading hope
Super bangude pis,inspiring hope
ಬಾರಿ ಪೊರ್ಲು ಆತುಂಡು,inspiring hope
Bari shokudha seriol jai tulunadu,realistic hope
ಇದ ಮುತದೈಟ್ ಬೆಸ್ಟ್ ಉಂದೆ....️,inspiring hope
Porlu uppu Aatid Onji Dina,hopelessness
Masth laik script and music.,inspiring hope
Shasthavu Bhoothanatheshwara devern sugipuna padhaa kenare masthu kusiyandu neklna team nu rakshne malapadu.,optimistic hope
Awaiting Dev ...namaskara,inspiring hope
Poyyada lorry .. Forever... Love From Oman ..,realistic hope
Super comedy mare yanke maste yesta ande,realistic hope
Swami koragajja please save me APPA ajja nimne nambidini,optimistic hope
Title song spr undu,inspiring hope
Kukoo ninna ammaltha??,hopelessness
Bari Porluda Comedy Show,inspiring hope
superb act..tudu mst kushi aand,inspiring hope
Dada mare poona na voice depule ye,hopelessness
Nxt episode daily paadonduppule edde apundu tuyare,optimistic hope
Suuuuper mareya kudla,inspiring hope
Sprb aathund acchu Anna,inspiring hope
2 ne part padle anna,inspiring hope
ಕಾಪಿಕಾಡಣ್ಣನ ನವೀನ್ ಡಿ.ಪಡೀಲಣ್ಣನ ಕಾಂಬಿನೇಷನ್,hopelessness
"Corona dala maltgujjie ,matha madia dakulu pottu news Budna reeeel",fading hope
Sppr anna jai tulu appe...,hopelessness
Enchi savda comedy mare,hopelessness
ನಾಯಿ ನಿನ್ನ ಪುದರ್ ದಾದಂಬೆ,hopelessness
Isse isse 'Breaking the news' dha title pudhar edde uppuji dhayeg ancha,hopelessness
"Walter, Sir, enkalna, samsarodu, onthe, problem, ide,enkalegla,eer,nyaya,korpara,enkul,baroda,bodcha,panle,",optimistic hope
awesome....pugarre padokul thikkondijja...thuyinaath yaavuji...kelav dailague n kenyaath yaavuji...wonderful script......,inspiring hope
ಮಸ್ತ್ ಖುಶಿ ಆಂಡ್ bro... After long time back ajji nenapu madidakki ....,realistic hope
ಭೋಜರಾಜ ವಾಮಂಜೂರ್ ಸೂಪರ್ ಓ ಭೋಜರಾಜ ಧನ್ಯ ನಾದೇ,inspiring hope
Galij. Comedy. Worst,hopelessness
Tuluthagulu like manpi,optimistic hope
Next onji biryani challenge malpule please,optimistic hope
Yaan eerna mata vedio tupe,realistic hope
Yoge baba addh laayke athnde,realistic hope
Full film padle bro plz,optimistic hope
eddethnd sooper nataka edde acting maternala ending sooper acting ashwath shetty bagambila,inspiring hope
"Nana 4 karadi nakulu yoga malpuyer, 3 nikulu, 1 yaan",hopelessness
porlu undu song suppperrr,inspiring hope
Yenchina vidio mare...naraka,hopelessness
Pukuli ninna ammerna maya aanda marle,hopelessness
Dada avasthe narakka chee...........,hopelessness
Pottu script anna dada comidy aye krishne padhe ayana over acting kammi malpad,hopelessness
Prayaaathinakkalda dayeg incha paternu.... pathetic,fading hope
baari kushi aand,realistic hope
Enk masth ishta aand. Onji edde Tulu cinema,inspiring hope
Dala yedde athiji anna,fading hope
Nadotontu ponaga helmet deeyontu vode ninna ammade chandralokag popinaa,hopelessness
edde undu joke,realistic hope
BARI SOKUDA COMEDY,inspiring hope
"Yabboo shaving maldharaaaaaaa....  Santhuuu sathyane pande.. Galeez thoujund Bro.. Beard looks 👌👌👌	Hopelessness	Hopelessness	Hopelessness
4333	But Tu doodu Du toodu""(Docomo) miss aandu",hopelessness
arvind bolar super actor,realistic hope
Negale gu bokkoriya na beeja da mitthu deg kannu,hopelessness
Yenna maryade yane deppuna panda undena,hopelessness
Undu bla bla bla movied LA edde ittand. With so many Randeep Boda,hopelessness
Imber benkinatheshvara atadarathe spr comedy,realistic hope
Baari kusal baari kusal.. Outstanding acting and smooth dilogue delivery over all good,inspiring hope
acting supr marre shtre bka raikulna,inspiring hope
Deepak anna tulunaada comedy king .....dever korthuna gift Er tulunaad g .....,inspiring hope
Nama batita...program sakkath Athnd....next yapa banglr,optimistic hope
Punch king sureshanna always super,realistic hope
Hai super e olu uppunu,hopelessness
"Ayo devare ...,thelthud thelthud ....sakand",realistic hope
Ode molena ammade konopuni,hopelessness
Aravinda ಸರ್ super,inspiring hope
Dada mare poona na voice depule ye,fading hope
"Nice,shokuda masseges & good team comedy.",inspiring hope
yer pura 2020 du kenodullar... onji like aki...,realistic hope
"Super', ""aatidonji dhina",hopelessness
Maata tuluvere udaldinji Solmelu,hopelessness
Super bhagavathike himela super mumela super Dinesh missing,realistic hope
team work️️ super aathndh,inspiring hope
Baari sokuda song,inspiring hope
Munduvarida bagha ondu... baari laik undu,optimistic hope
Munne athu erena....??,hopelessness
Comidiy atth yedde ijji,hopelessness
Bro att sister... Classsssss,hopelessness
sir tulu movi uploud malpule,optimistic hope
Olu tikundu marre ereg indu mata,hopelessness
Ponu jokleg mark apina padya panda unde,fading hope
Ponnu edde ijjal,hopelessness
Bari porlu athnd matha padha ( songs),realistic hope
